response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
0.0098,0.0000,0.0000,0.0000,0.0097,0.0000,200,0.1143
0.0038,0.0000,0.0000,0.0000,0.0036,0.0001,200,0.1210
0.0099,0.0000,0.0000,0.0000,0.0098,0.0000,200,0.1152
0.0023,0.0000,0.0000,0.0000,0.0020,0.0003,200,0.1235
0.0177,0.0000,0.0000,0.0000,0.0177,0.0000,200,0.1081
0.0069,0.0000,0.0000,0.0000,0.0068,0.0001,200,0.1193
0.0182,0.0000,0.0000,0.0000,0.0180,0.0001,200,0.1084
0.0206,0.0000,0.0000,0.0000,0.0204,0.0000,200,0.1064
0.0352,0.0000,0.0000,0.0000,0.0351,0.0000,200,0.0921
0.0025,0.0000,0.0000,0.0000,0.0023,0.0002,200,0.1251
0.0110,0.0000,0.0000,0.0000,0.0108,0.0002,200,0.1171
0.0128,0.0000,0.0000,0.0002,0.0126,0.0000,200,0.1154
0.0022,0.0000,0.0000,0.0000,0.0017,0.0001,200,0.1266
0.0035,0.0000,0.0000,0.0000,0.0028,0.0005,200,0.1262
0.0323,0.0000,0.0000,0.0000,0.0322,0.0000,200,0.0975
0.0113,0.0000,0.0000,0.0000,0.0111,0.0001,200,0.1185
0.0161,0.0000,0.0000,0.0000,0.0161,0.0000,200,0.1137
0.0454,0.0000,0.0000,0.0000,0.0453,0.0000,200,0.0846
0.0087,0.0000,0.0000,0.0000,0.0081,0.0005,200,0.1220
0.0105,0.0000,0.0000,0.0000,0.0104,0.0000,200,0.1202
0.0418,0.0000,0.0000,0.0000,0.0417,0.0001,200,0.0894
0.0277,0.0000,0.0000,0.0000,0.0276,0.0000,200,0.1036
0.0042,0.0000,0.0000,0.0000,0.0041,0.0001,200,0.1277
0.0194,0.0000,0.0000,0.0000,0.0190,0.0004,200,0.1126
0.0524,0.0000,0.0000,0.0000,0.0520,0.0002,200,0.0800
0.0108,0.0000,0.0000,0.0000,0.0103,0.0005,200,0.1222
0.0220,0.0000,0.0000,0.0001,0.0218,0.0001,200,0.1110
0.0058,0.0000,0.0000,0.0000,0.0058,0.0000,200,0.1288
0.0032,0.0000,0.0000,0.0000,0.0030,0.0000,200,0.1324
0.1243,0.0053,0.0000,0.0044,0.1062,0.0000,200,0.0112
0.0306,0.0000,0.0000,0.0000,0.0305,0.0000,200,0.1051
0.0044,0.0000,0.0000,0.0000,0.0041,0.0001,200,0.1319
0.0123,0.0000,0.0000,0.0000,0.0122,0.0000,200,0.1241
0.0217,0.0000,0.0000,0.0000,0.0217,0.0000,200,0.1152
0.0335,0.0000,0.0000,0.0000,0.0334,0.0001,200,0.1035
0.0210,0.0000,0.0000,0.0000,0.0202,0.0007,200,0.1166
0.0207,0.0000,0.0000,0.0000,0.0206,0.0000,200,0.1171
0.0321,0.0000,0.0000,0.0000,0.0313,0.0007,200,0.1057
0.0339,0.0000,0.0000,0.0000,0.0336,0.0001,200,0.1040
0.0343,0.0000,0.0000,0.0000,0.0343,0.0000,200,0.1037
0.0141,0.0000,0.0000,0.0000,0.0138,0.0002,200,0.1248
0.0044,0.0000,0.0000,0.0000,0.0043,0.0000,200,0.1346
0.0037,0.0000,0.0000,0.0005,0.0031,0.0000,200,0.1364
0.0195,0.0000,0.0000,0.0000,0.0189,0.0006,200,0.1207
0.0018,0.0000,0.0000,0.0000,0.0017,0.0000,200,0.1390
0.0487,0.0000,0.0000,0.0000,0.0486,0.0001,200,0.0927
0.0231,0.0000,0.0000,0.0000,0.0229,0.0001,200,0.1190
0.0538,0.0000,0.0000,0.0000,0.0537,0.0000,200,0.0897
0.0201,0.0000,0.0000,0.0000,0.0201,0.0000,200,0.1241
0.0170,0.0000,0.0000,0.0000,0.0160,0.0009,200,0.1274
0.0189,0.0000,0.0000,0.0005,0.0183,0.0000,200,0.1258
0.0052,0.0000,0.0000,0.0000,0.0050,0.0002,200,0.1400
0.0271,0.0000,0.0000,0.0000,0.0270,0.0000,200,0.1185
0.0164,0.0000,0.0000,0.0002,0.0161,0.0000,200,0.1298
0.0304,0.0000,0.0000,0.0001,0.0299,0.0004,200,0.1163
0.0162,0.0000,0.0000,0.0000,0.0161,0.0001,200,0.1307
0.0346,0.0000,0.0000,0.0000,0.0344,0.0001,200,0.1123
0.0387,0.0000,0.0000,0.0000,0.0385,0.0000,200,0.1090
0.0122,0.0000,0.0000,0.0000,0.0121,0.0001,200,0.1357
0.0090,0.0000,0.0000,0.0000,0.0088,0.0000,200,0.1389
